id,timestamp,ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MONITOR_CATALYST_B1,MONITOR_O2_B1S1,MONITOR_VVT_B1,O2_B1S1,O2_B1S2,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,WARMUPS_SINCE_DTC_CLEAR
45,2025-04-22 14:42:46,30.588235294117645 percent,31.372549019607842 percent,16.862745098039216 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.758000000000001 volt,90 degree_Celsius,2.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,84.31372549019608 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],79 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.8 volt,0.75 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,22.745098039215687 percent,1969.5 revolutions_per_minute,563.0 second,3.125 percent,41.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eabf0>,12.941176470588236 percent,19.607843137254903 percent,20.0 percent,17.0 degree,0.0 count
46,2025-04-22 14:42:53,59.6078431372549 percent,37.64705882352941 percent,18.823529411764707 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.688 volt,91 degree_Celsius,2.0 kilometer,0.0 kilometer,ELM327 v2.1,13.3 volt,21.96078431372549 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],35 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.12 volt,0.765 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,8.235294117647058 percent,1694.5 revolutions_per_minute,570.0 second,5.46875 percent,47.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab90>,12.941176470588236 percent,20.392156862745097 percent,20.0 percent,14.0 degree,0.0 count
47,2025-04-22 14:43:00,52.94117647058823 percent,41.96078431372549 percent,21.568627450980394 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,92 degree_Celsius,2.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,85.88235294117646 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],71 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.105 volt,0.765 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,16.862745098039216 percent,1875.0 revolutions_per_minute,577.0 second,2.34375 percent,53.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab90>,9.803921568627452 percent,17.647058823529413 percent,17.647058823529413 percent,31.5 degree,0.0 count
48,2025-04-22 14:43:07,36.86274509803921 percent,28.235294117647058 percent,14.117647058823529 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.758000000000001 volt,92 degree_Celsius,2.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,38.03921568627451 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],42 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.745 volt,0.755 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1762.0 revolutions_per_minute,584.0 second,0.0 percent,48.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68862f0>,10.196078431372548 percent,19.215686274509803 percent,18.823529411764707 percent,16.5 degree,0.0 count
49,2025-04-22 14:43:14,56.470588235294116 percent,40.0 percent,20.0 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,91 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,74.50980392156863 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],75 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.775 volt,0.665 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,46.666666666666664 percent,1914.5 revolutions_per_minute,591.0 second,8.59375 percent,54.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ea130>,44.31372549019608 percent,41.96078431372549 percent,38.431372549019606 percent,7.5 degree,0.0 count
50,2025-04-22 14:43:21,71.37254901960785 percent,44.31372549019608 percent,22.352941176470587 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,91 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,78.82352941176471 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],83 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.81 volt,0.67 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,8.235294117647058 percent,2215.5 revolutions_per_minute,598.0 second,0.0 percent,61.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68cd130>,9.411764705882353 percent,18.03921568627451 percent,18.03921568627451 percent,4.5 degree,0.0 count
51,2025-04-22 14:43:28,18.03921568627451 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),14.677 volt,91 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,30.19607843137255 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],44 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.705 volt,0.125 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1789.5 revolutions_per_minute,605.0 second,0.0 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab50>,9.803921568627452 percent,17.647058823529413 percent,17.647058823529413 percent,-1.0 degree,0.0 count
52,2025-04-22 14:43:35,17.647058823529413 percent,24.313725490196077 percent,12.156862745098039 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.805 volt,90 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,23.92156862745098 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],45 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.86 volt,0.155 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1359.5 revolutions_per_minute,612.0 second,0.0 percent,39.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e710>,9.803921568627452 percent,17.647058823529413 percent,17.254901960784313 percent,13.5 degree,0.0 count
53,2025-04-22 14:43:42,15.294117647058822 percent,14.901960784313726 percent,9.019607843137255 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,90 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.5 volt,90.98039215686275 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],95 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.18 volt,0.67 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,78.03921568627452 percent,4008.0 revolutions_per_minute,619.0 second,3.125 percent,56.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ead90>,57.64705882352941 percent,52.549019607843135 percent,40.0 percent,18.5 degree,0.0 count
54,2025-04-22 14:43:49,83.52941176470588 percent,61.568627450980394 percent,30.980392156862745 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.593 volt,90 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,96.47058823529412 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],94 kilopascal,50 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.93 volt,0.91 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,20.0 percent,6206.0 revolutions_per_minute,626.0 second,0.0 percent,81.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e350>,18.431372549019606 percent,23.92156862745098 percent,23.529411764705884 percent,-10.5 degree,0.0 count
55,2025-04-22 14:43:56,19.215686274509803 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),14.677 volt,93 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,14.2 volt,21.568627450980394 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],33 kilopascal,48 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.16 volt,0.11 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,63.529411764705884 percent,2671.5 revolutions_per_minute,633.0 second,3.90625 percent,55.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68cd130>,11.372549019607844 percent,18.431372549019606 percent,18.431372549019606 percent,4.5 degree,0.0 count
56,2025-04-22 14:44:04,18.03921568627451 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),14.677 volt,93 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,14.4 volt,23.529411764705884 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],31 kilopascal,48 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.045 volt,0.05 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,6.2745098039215685 percent,1576.0 revolutions_per_minute,640.0 second,0.0 percent,21.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68862f0>,9.019607843137255 percent,16.862745098039216 percent,16.470588235294116 percent,-24.0 degree,0.0 count
57,2025-04-22 14:44:11,32.15686274509804 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.099 volt,92 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,55.294117647058826 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],83 kilopascal,48 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.075 volt,0.095 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,14.117647058823529 percent,1435.5 revolutions_per_minute,647.0 second,5.46875 percent,21.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689ec30>,65.88235294117646 percent,60.0 percent,74.90196078431373 percent,5.0 degree,0.0 count
58,2025-04-22 14:44:18,21.176470588235293 percent,14.901960784313726 percent,14.901960784313726 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,93 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,96.47058823529412 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],95 kilopascal,49 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.08 volt,0.375 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1607.5 revolutions_per_minute,654.0 second,0.0 percent,31.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,9.0 degree,0.0 count
59,2025-04-22 14:44:25,25.49019607843137 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.075000000000001 volt,93 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.0 volt,48.627450980392155 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],72 kilopascal,50 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.095 volt,0.205 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,8.627450980392156 percent,1221.0 revolutions_per_minute,661.0 second,4.6875 percent,9.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68866b0>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,0.0 degree,0.0 count
60,2025-04-22 14:44:32,38.431372549019606 percent,24.313725490196077 percent,12.549019607843137 percent,96 kilopascal,bytearray(b'33920-66R0*'),12.604000000000001 volt,93 degree_Celsius,3.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,92.94117647058823 percent,8.235294117647058 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],96 kilopascal,50 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.12 volt,0.74 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,46.27450980392157 percent,1892.0 revolutions_per_minute,668.0 second,7.03125 percent,26.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab50>,9.411764705882353 percent,17.254901960784313 percent,17.254901960784313 percent,3.0 degree,0.0 count
61,2025-04-22 14:44:39,17.647058823529413 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,36.470588235294116 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],42 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.07 volt,0.655 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,12.549019607843137 percent,541.5 revolutions_per_minute,675.0 second,8.59375 percent,9.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,79.6078431372549 percent,81.96078431372548 percent,81.56862745098039 percent,-3.0 degree,0.0 count
62,2025-04-22 14:44:46,76.86274509803921 percent,41.568627450980394 percent,21.176470588235293 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,99.6078431372549 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.9 volt,0.655 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1355.0 revolutions_per_minute,682.0 second,0.0 percent,27.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68cd530>,11.372549019607844 percent,18.823529411764707 percent,18.431372549019606 percent,17.0 degree,0.0 count
63,2025-04-22 14:44:53,56.07843137254902 percent,34.11764705882353 percent,17.254901960784313 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,78.82352941176471 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],61 kilopascal,53 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.89 volt,0.665 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.450980392156863 percent,1567.0 revolutions_per_minute,689.0 second,5.46875 percent,30.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eacd0>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,7.5 degree,0.0 count
64,2025-04-22 14:45:00,27.45098039215686 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.664 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,41.96078431372549 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],50 kilopascal,53 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.82 volt,0.395 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,6.666666666666667 percent,0.0 revolutions_per_minute,696.0 second,0.0 percent,4.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eacd0>,2.7450980392156863 percent,12.156862745098039 percent,12.156862745098039 percent,0.5 degree,0.0 count
65,2025-04-22 14:45:07,0.0 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),12.58 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,12.5 volt,0.0 percent,0.0 percent,N/A,[],[],96 kilopascal,54 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.925 volt,0.755 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,10.980392156862745 percent,938.0 revolutions_per_minute,698.0 second,0.0 percent,2.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68861d0>,14.901960784313726 percent,25.49019607843137 percent,40.0 percent,0.0 degree,0.0 count
66,2025-04-22 14:45:14,57.64705882352941 percent,35.68627450980392 percent,18.03921568627451 percent,96 kilopascal,bytearray(b'33920-66R0*'),12.038 volt,93 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.0 volt,98.43137254901961 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],95 kilopascal,54 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.89 volt,0.815 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,14.901960784313726 percent,1104.5 revolutions_per_minute,705.0 second,-3.125 percent,23.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e990>,69.41176470588235 percent,76.47058823529412 percent,83.92156862745098 percent,-1.5 degree,0.0 count
67,2025-04-22 14:45:21,73.33333333333333 percent,26.666666666666668 percent,13.333333333333334 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.476 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.5 volt,50.19607843137255 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],39 kilopascal,54 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.05 volt,0.745 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,36.86274509803921 percent,1310.5 revolutions_per_minute,712.0 second,3.125 percent,27.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e990>,11.764705882352942 percent,18.823529411764707 percent,18.03921568627451 percent,1.5 degree,0.0 count
68,2025-04-22 14:45:28,74.50980392156863 percent,47.05882352941177 percent,23.92156862745098 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,93 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,99.6078431372549 percent,4.705882352941177 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],37 kilopascal,54 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.75 volt,0.74 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,11.764705882352942 percent,1304.5 revolutions_per_minute,719.0 second,0.0 percent,27.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886610>,10.196078431372548 percent,18.431372549019606 percent,18.03921568627451 percent,6.5 degree,0.0 count
69,2025-04-22 14:45:35,28.627450980392158 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.24 volt,92 degree_Celsius,4.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,49.80392156862745 percent,3.5294117647058822 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],52 kilopascal,54 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.09 volt,0.745 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,0.7843137254901961 percent,1210.0 revolutions_per_minute,726.0 second,3.90625 percent,14.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab50>,10.196078431372548 percent,18.03921568627451 percent,20.0 percent,9.0 degree,0.0 count
